"","state","sex","age","race","party","n"
"2942","NV","Male","45-54","Black","Democratic",4218
"2943","NV","Male","45-54","Black","Other",545
"2944","NV","Male","45-54","Black","Republican",64
"2945","NV","Male","45-54","Non-Hispanic White","Democratic",19931
"2946","NV","Male","45-54","Non-Hispanic White","Other",21115
"2947","NV","Male","45-54","Non-Hispanic White","Republican",33728
"2948","NV","Male","45-54","Other","Democratic",15975
"2949","NV","Male","45-54","Other","Other",9402
"2950","NV","Male","45-54","Other","Republican",10589
"2951","NV","Male","55-64","Black","Democratic",3979
"2952","NV","Male","55-64","Black","Other",365
"2953","NV","Male","55-64","Black","Republican",57
"2954","NV","Male","55-64","Non-Hispanic White","Democratic",24224
"2955","NV","Male","55-64","Non-Hispanic White","Other",20054
"2956","NV","Male","55-64","Non-Hispanic White","Republican",38675
"2957","NV","Male","55-64","Other","Democratic",14293
"2958","NV","Male","55-64","Other","Other",7259
"2959","NV","Male","55-64","Other","Republican",10097
"2960","NV","Male","<25","Black","Democratic",2645
"2961","NV","Male","<25","Black","Other",972
"2962","NV","Male","<25","Black","Republican",67
"2963","NV","Male","<25","Non-Hispanic White","Democratic",8868
"2964","NV","Male","<25","Non-Hispanic White","Other",14794
"2965","NV","Male","<25","Non-Hispanic White","Republican",11592
"2966","NV","Male","<25","Other","Democratic",12532
"2967","NV","Male","<25","Other","Other",12810
"2968","NV","Male","<25","Other","Republican",5148
"2969","NV","Male",">65","Black","Democratic",3752
"2970","NV","Male",">65","Black","Other",214
"2971","NV","Male",">65","Black","Republican",66
"2972","NV","Male",">65","Non-Hispanic White","Democratic",35957
"2973","NV","Male",">65","Non-Hispanic White","Other",24214
"2974","NV","Male",">65","Non-Hispanic White","Republican",56279
"2975","NV","Male",">65","Other","Democratic",16771
"2976","NV","Male",">65","Other","Other",8247
"2977","NV","Male",">65","Other","Republican",14181
"2978","NH","Female","25-34","Black","Democratic",33
"2979","NH","Female","25-34","Black","Other",13
"2980","NH","Female","25-34","Black","Republican",2
"2981","NH","Female","25-34","Non-Hispanic White","Democratic",7347
"2982","NH","Female","25-34","Non-Hispanic White","Other",10591
"2983","NH","Female","25-34","Non-Hispanic White","Republican",4964
"2984","NH","Female","25-34","Other","Democratic",1469
"2985","NH","Female","25-34","Other","Other",1969
"2986","NH","Female","25-34","Other","Republican",787
"2987","NH","Female","35-44","Black","Democratic",208
"2988","NH","Female","35-44","Black","Other",74
"2989","NH","Female","35-44","Black","Republican",17
"2990","NH","Female","35-44","Non-Hispanic White","Democratic",31840
"2991","NH","Female","35-44","Non-Hispanic White","Other",39694
"2992","NH","Female","35-44","Non-Hispanic White","Republican",23037
"2993","NH","Female","35-44","Other","Democratic",7660
"2994","NH","Female","35-44","Other","Other",8004
"2995","NH","Female","35-44","Other","Republican",4011
"2996","NH","Female","45-54","Black","Democratic",85
"2997","NH","Female","45-54","Black","Other",12
"2998","NH","Female","45-54","Black","Republican",10
"2999","NH","Female","45-54","Non-Hispanic White","Democratic",18324
"3000","NH","Female","45-54","Non-Hispanic White","Other",23124
"3001","NH","Female","45-54","Non-Hispanic White","Republican",20128
"3002","NH","Female","45-54","Other","Democratic",3163
"3003","NH","Female","45-54","Other","Other",3557
"3004","NH","Female","45-54","Other","Republican",2829
"3005","NH","Female","55-64","Black","Democratic",66
"3006","NH","Female","55-64","Black","Other",18
"3007","NH","Female","55-64","Black","Republican",13
"3008","NH","Female","55-64","Non-Hispanic White","Democratic",24345
"3009","NH","Female","55-64","Non-Hispanic White","Other",25422
"3010","NH","Female","55-64","Non-Hispanic White","Republican",22611
"3011","NH","Female","55-64","Other","Democratic",3760
"3012","NH","Female","55-64","Other","Other",3522
"3013","NH","Female","55-64","Other","Republican",2825
"3014","NH","Female","<25","Black","Democratic",8
"3015","NH","Female","<25","Black","Other",6
"3016","NH","Female","<25","Non-Hispanic White","Democratic",1945
"3017","NH","Female","<25","Non-Hispanic White","Other",3430
"3018","NH","Female","<25","Non-Hispanic White","Republican",1688
"3019","NH","Female","<25","Other","Democratic",438
"3020","NH","Female","<25","Other","Other",660
"3021","NH","Female","<25","Other","Republican",281
"3022","NH","Female",">65","Black","Democratic",90
"3023","NH","Female",">65","Black","Other",15
"3024","NH","Female",">65","Black","Republican",6
"3025","NH","Female",">65","Non-Hispanic White","Democratic",31077
"3026","NH","Female",">65","Non-Hispanic White","Other",27399
"3027","NH","Female",">65","Non-Hispanic White","Republican",30602
"3028","NH","Female",">65","Other","Democratic",4300
"3029","NH","Female",">65","Other","Other",3619
"3030","NH","Female",">65","Other","Republican",3468
"3031","NH","Male","25-34","Black","Democratic",24
"3032","NH","Male","25-34","Black","Other",12
"3033","NH","Male","25-34","Black","Republican",3
"3034","NH","Male","25-34","Non-Hispanic White","Democratic",4655
"3035","NH","Male","25-34","Non-Hispanic White","Other",9059
"3036","NH","Male","25-34","Non-Hispanic White","Republican",5975
"3037","NH","Male","25-34","Other","Democratic",1043
"3038","NH","Male","25-34","Other","Other",1588
"3039","NH","Male","25-34","Other","Republican",861
"3040","NH","Male","35-44","Black","Democratic",175
"3041","NH","Male","35-44","Black","Other",76
"3042","NH","Male","35-44","Black","Republican",22
"3043","NH","Male","35-44","Non-Hispanic White","Democratic",21234
"3044","NH","Male","35-44","Non-Hispanic White","Other",35711
"3045","NH","Male","35-44","Non-Hispanic White","Republican",26992
"3046","NH","Male","35-44","Other","Democratic",5230
"3047","NH","Male","35-44","Other","Other",7229
"3048","NH","Male","35-44","Other","Republican",4245
"3049","NH","Male","45-54","Black","Democratic",50
"3050","NH","Male","45-54","Black","Other",20
"3051","NH","Male","45-54","Black","Republican",12
"3052","NH","Male","45-54","Non-Hispanic White","Democratic",11876
"3053","NH","Male","45-54","Non-Hispanic White","Other",21384
"3054","NH","Male","45-54","Non-Hispanic White","Republican",25387
"3055","NH","Male","45-54","Other","Democratic",2298
"3056","NH","Male","45-54","Other","Other",3560
"3057","NH","Male","45-54","Other","Republican",3262
"3058","NH","Male","55-64","Black","Democratic",65
"3059","NH","Male","55-64","Black","Other",14
"3060","NH","Male","55-64","Black","Republican",9
"3061","NH","Male","55-64","Non-Hispanic White","Democratic",16975
"3062","NH","Male","55-64","Non-Hispanic White","Other",24317
"3063","NH","Male","55-64","Non-Hispanic White","Republican",28731
"3064","NH","Male","55-64","Other","Democratic",2781
"3065","NH","Male","55-64","Other","Other",3498
"3066","NH","Male","55-64","Other","Republican",3602
"3067","NH","Male","<25","Black","Democratic",6
"3068","NH","Male","<25","Black","Other",5
"3069","NH","Male","<25","Black","Republican",1
"3070","NH","Male","<25","Non-Hispanic White","Democratic",1325
"3071","NH","Male","<25","Non-Hispanic White","Other",2966
"3072","NH","Male","<25","Non-Hispanic White","Republican",2047
"3073","NH","Male","<25","Other","Democratic",287
"3074","NH","Male","<25","Other","Other",520
"3075","NH","Male","<25","Other","Republican",321
"3076","NH","Male",">65","Black","Democratic",77
"3077","NH","Male",">65","Black","Other",17
"3078","NH","Male",">65","Black","Republican",14
"3079","NH","Male",">65","Non-Hispanic White","Democratic",21687
"3080","NH","Male",">65","Non-Hispanic White","Other",25814
"3081","NH","Male",">65","Non-Hispanic White","Republican",32733
"3082","NH","Male",">65","Other","Democratic",3078
"3083","NH","Male",">65","Other","Other",3683
"3084","NH","Male",">65","Other","Republican",3843
"3085","NJ","Female","25-34","Black","Democratic",27921
"3086","NJ","Female","25-34","Black","Other",21849
"3087","NJ","Female","25-34","Black","Republican",242
"3088","NJ","Female","25-34","Non-Hispanic White","Democratic",58490
"3089","NJ","Female","25-34","Non-Hispanic White","Other",131130
"3090","NJ","Female","25-34","Non-Hispanic White","Republican",31291
"3091","NJ","Female","25-34","Other","Democratic",50063
"3092","NJ","Female","25-34","Other","Other",89643
"3093","NJ","Female","25-34","Other","Republican",11009
"3094","NJ","Female","35-44","Black","Democratic",31520
"3095","NJ","Female","35-44","Black","Other",17199
"3096","NJ","Female","35-44","Black","Republican",309
"3097","NJ","Female","35-44","Non-Hispanic White","Democratic",62541
"3098","NJ","Female","35-44","Non-Hispanic White","Other",118705
"3099","NJ","Female","35-44","Non-Hispanic White","Republican",39492
"3100","NJ","Female","35-44","Other","Democratic",54853
"3101","NJ","Female","35-44","Other","Other",84939
"3102","NJ","Female","35-44","Other","Republican",14892
"3103","NJ","Female","45-54","Black","Democratic",40912
"3104","NJ","Female","45-54","Black","Other",13474
"3105","NJ","Female","45-54","Black","Republican",350
"3106","NJ","Female","45-54","Non-Hispanic White","Democratic",92383
"3107","NJ","Female","45-54","Non-Hispanic White","Other",127969
"3108","NJ","Female","45-54","Non-Hispanic White","Republican",85394
"3109","NJ","Female","45-54","Other","Democratic",64767
"3110","NJ","Female","45-54","Other","Other",73371
"3111","NJ","Female","45-54","Other","Republican",25040
"3112","NJ","Female","55-64","Black","Democratic",39801
"3113","NJ","Female","55-64","Black","Other",8614
"3114","NJ","Female","55-64","Black","Republican",396
"3115","NJ","Female","55-64","Non-Hispanic White","Democratic",117578
"3116","NJ","Female","55-64","Non-Hispanic White","Other",103217
"3117","NJ","Female","55-64","Non-Hispanic White","Republican",98809
"3118","NJ","Female","55-64","Other","Democratic",65903
"3119","NJ","Female","55-64","Other","Other",52511
"3120","NJ","Female","55-64","Other","Republican",26534
"3121","NJ","Female","<25","Black","Democratic",12085
"3122","NJ","Female","<25","Black","Other",9916
"3123","NJ","Female","<25","Black","Republican",121
"3124","NJ","Female","<25","Non-Hispanic White","Democratic",30328
"3125","NJ","Female","<25","Non-Hispanic White","Other",64643
"3126","NJ","Female","<25","Non-Hispanic White","Republican",18392
"3127","NJ","Female","<25","Other","Democratic",28331
"3128","NJ","Female","<25","Other","Other",44762
"3129","NJ","Female","<25","Other","Republican",6098
"3130","NJ","Female",">65","Black","Democratic",49712
"3131","NJ","Female",">65","Black","Other",6025
"3132","NJ","Female",">65","Black","Republican",541
"3133","NJ","Female",">65","Non-Hispanic White","Democratic",171983
"3134","NJ","Female",">65","Non-Hispanic White","Other",103634
"3135","NJ","Female",">65","Non-Hispanic White","Republican",156599
"3136","NJ","Female",">65","Other","Democratic",83989
"3137","NJ","Female",">65","Other","Other",47441
"3138","NJ","Female",">65","Other","Republican",38640
"3139","NJ","Male","25-34","Black","Democratic",17439
"3140","NJ","Male","25-34","Black","Other",16341
"3141","NJ","Male","25-34","Black","Republican",219
"3142","NJ","Male","25-34","Non-Hispanic White","Democratic",46908
"3143","NJ","Male","25-34","Non-Hispanic White","Other",126323
"3144","NJ","Male","25-34","Non-Hispanic White","Republican",37310
"3145","NJ","Male","25-34","Other","Democratic",36993
"3146","NJ","Male","25-34","Other","Other",81488
"3147","NJ","Male","25-34","Other","Republican",13112
"3148","NJ","Male","35-44","Black","Democratic",17052
"3149","NJ","Male","35-44","Black","Other",12909
"3150","NJ","Male","35-44","Black","Republican",263
"3151","NJ","Male","35-44","Non-Hispanic White","Democratic",44406
"3152","NJ","Male","35-44","Non-Hispanic White","Other",108432
"3153","NJ","Male","35-44","Non-Hispanic White","Republican",42457
"3154","NJ","Male","35-44","Other","Democratic",38207
"3155","NJ","Male","35-44","Other","Other",73438
"3156","NJ","Male","35-44","Other","Republican",16178
"3157","NJ","Male","45-54","Black","Democratic",26014
"3158","NJ","Male","45-54","Black","Other",12031
"3159","NJ","Male","45-54","Black","Republican",366
"3160","NJ","Male","45-54","Non-Hispanic White","Democratic",64563
"3161","NJ","Male","45-54","Non-Hispanic White","Other",120267
"3162","NJ","Male","45-54","Non-Hispanic White","Republican",86218
"3163","NJ","Male","45-54","Other","Democratic",49747
"3164","NJ","Male","45-54","Other","Other",71626
"3165","NJ","Male","45-54","Other","Republican",26568
"3166","NJ","Male","55-64","Black","Democratic",26336
"3167","NJ","Male","55-64","Black","Other",8218
"3168","NJ","Male","55-64","Black","Republican",417
"3169","NJ","Male","55-64","Non-Hispanic White","Democratic",85973
"3170","NJ","Male","55-64","Non-Hispanic White","Other",102119
"3171","NJ","Male","55-64","Non-Hispanic White","Republican",102680
"3172","NJ","Male","55-64","Other","Democratic",53400
"3173","NJ","Male","55-64","Other","Other",52125
"3174","NJ","Male","55-64","Other","Republican",28356
"3175","NJ","Male","<25","Black","Democratic",8597
"3176","NJ","Male","<25","Black","Other",8130
"3177","NJ","Male","<25","Black","Republican",138
"3178","NJ","Male","<25","Non-Hispanic White","Democratic",24277
"3179","NJ","Male","<25","Non-Hispanic White","Other",64212
"3180","NJ","Male","<25","Non-Hispanic White","Republican",24188
"3181","NJ","Male","<25","Other","Democratic",21469
"3182","NJ","Male","<25","Other","Other",43758
"3183","NJ","Male","<25","Other","Republican",8290
"3184","NJ","Male",">65","Black","Democratic",28955
"3185","NJ","Male",">65","Black","Other",5173
"3186","NJ","Male",">65","Black","Republican",426
"3187","NJ","Male",">65","Non-Hispanic White","Democratic",114285
"3188","NJ","Male",">65","Non-Hispanic White","Other",85262
"3189","NJ","Male",">65","Non-Hispanic White","Republican",134206
"3190","NJ","Male",">65","Other","Democratic",65132
"3191","NJ","Male",">65","Other","Other",42684
"3192","NJ","Male",">65","Other","Republican",36032
"3193","NM","Female","25-34","Black","Democratic",444
"3194","NM","Female","25-34","Black","Other",132
"3195","NM","Female","25-34","Black","Republican",19
"3196","NM","Female","25-34","Non-Hispanic White","Democratic",15609
"3197","NM","Female","25-34","Non-Hispanic White","Other",12162
"3198","NM","Female","25-34","Non-Hispanic White","Republican",12969
"3199","NM","Female","25-34","Other","Democratic",25262
"3200","NM","Female","25-34","Other","Other",16868
"3201","NM","Female","25-34","Other","Republican",7912
"3202","NM","Female","35-44","Black","Democratic",365
"3203","NM","Female","35-44","Black","Other",71
"3204","NM","Female","35-44","Black","Republican",9
"3205","NM","Female","35-44","Non-Hispanic White","Democratic",15675
"3206","NM","Female","35-44","Non-Hispanic White","Other",9062
"3207","NM","Female","35-44","Non-Hispanic White","Republican",13333
"3208","NM","Female","35-44","Other","Democratic",24858
"3209","NM","Female","35-44","Other","Other",11085
"3210","NM","Female","35-44","Other","Republican",7898
"3211","NM","Female","45-54","Black","Democratic",330
"3212","NM","Female","45-54","Black","Other",45
"3213","NM","Female","45-54","Black","Republican",21
"3214","NM","Female","45-54","Non-Hispanic White","Democratic",19122
"3215","NM","Female","45-54","Non-Hispanic White","Other",8172
"3216","NM","Female","45-54","Non-Hispanic White","Republican",18795
"3217","NM","Female","45-54","Other","Democratic",26405
"3218","NM","Female","45-54","Other","Other",8018
"3219","NM","Female","45-54","Other","Republican",9130
"3220","NM","Female","55-64","Black","Democratic",460
"3221","NM","Female","55-64","Black","Other",27
"3222","NM","Female","55-64","Black","Republican",18
"3223","NM","Female","55-64","Non-Hispanic White","Democratic",29263
"3224","NM","Female","55-64","Non-Hispanic White","Other",9581
"3225","NM","Female","55-64","Non-Hispanic White","Republican",25704
"3226","NM","Female","55-64","Other","Democratic",30564
"3227","NM","Female","55-64","Other","Other",6269
"3228","NM","Female","55-64","Other","Republican",9629
"3229","NM","Female","<25","Black","Democratic",171
"3230","NM","Female","<25","Black","Other",41
"3231","NM","Female","<25","Black","Republican",7
"3232","NM","Female","<25","Non-Hispanic White","Democratic",6785
"3233","NM","Female","<25","Non-Hispanic White","Other",5578
"3234","NM","Female","<25","Non-Hispanic White","Republican",5904
"3235","NM","Female","<25","Other","Democratic",12204
"3236","NM","Female","<25","Other","Other",9291
"3237","NM","Female","<25","Other","Republican",3818
"3238","NM","Female",">65","Black","Democratic",556
"3239","NM","Female",">65","Black","Other",26
"3240","NM","Female",">65","Black","Republican",31
"3241","NM","Female",">65","Non-Hispanic White","Democratic",45536
"3242","NM","Female",">65","Non-Hispanic White","Other",11208
"3243","NM","Female",">65","Non-Hispanic White","Republican",38894
"3244","NM","Female",">65","Other","Democratic",40702
"3245","NM","Female",">65","Other","Other",5376
"3246","NM","Female",">65","Other","Republican",11727
"3247","NM","Male","25-34","Black","Democratic",345
"3248","NM","Male","25-34","Black","Other",96
"3249","NM","Male","25-34","Black","Republican",13
"3250","NM","Male","25-34","Non-Hispanic White","Democratic",13134
"3251","NM","Male","25-34","Non-Hispanic White","Other",12453
"3252","NM","Male","25-34","Non-Hispanic White","Republican",13769
"3253","NM","Male","25-34","Other","Democratic",19864
"3254","NM","Male","25-34","Other","Other",13893
"3255","NM","Male","25-34","Other","Republican",7824
"3256","NM","Male","35-44","Black","Democratic",271
"3257","NM","Male","35-44","Black","Other",62
"3258","NM","Male","35-44","Black","Republican",17
"3259","NM","Male","35-44","Non-Hispanic White","Democratic",12179
"3260","NM","Male","35-44","Non-Hispanic White","Other",9857
"3261","NM","Male","35-44","Non-Hispanic White","Republican",13899
"3262","NM","Male","35-44","Other","Democratic",18106
"3263","NM","Male","35-44","Other","Other",9419
"3264","NM","Male","35-44","Other","Republican",7496
"3265","NM","Male","45-54","Black","Democratic",253
"3266","NM","Male","45-54","Black","Other",48
"3267","NM","Male","45-54","Black","Republican",14
"3268","NM","Male","45-54","Non-Hispanic White","Democratic",13297
"3269","NM","Male","45-54","Non-Hispanic White","Other",9018
"3270","NM","Male","45-54","Non-Hispanic White","Republican",19138
"3271","NM","Male","45-54","Other","Democratic",20328
"3272","NM","Male","45-54","Other","Other",7371
"3273","NM","Male","45-54","Other","Republican",9008
"3274","NM","Male","55-64","Black","Democratic",337
"3275","NM","Male","55-64","Black","Other",38
"3276","NM","Male","55-64","Black","Republican",21
"3277","NM","Male","55-64","Non-Hispanic White","Democratic",19598
"3278","NM","Male","55-64","Non-Hispanic White","Other",10516
"3279","NM","Male","55-64","Non-Hispanic White","Republican",25822
"3280","NM","Male","55-64","Other","Democratic",23697
"3281","NM","Male","55-64","Other","Other",6280
"3282","NM","Male","55-64","Other","Republican",9298
"3283","NM","Male","<25","Black","Democratic",122
"3284","NM","Male","<25","Black","Other",50
"3285","NM","Male","<25","Black","Republican",5
"3286","NM","Male","<25","Non-Hispanic White","Democratic",5434
"3287","NM","Male","<25","Non-Hispanic White","Other",5526
"3288","NM","Male","<25","Non-Hispanic White","Republican",6557
"3289","NM","Male","<25","Other","Democratic",9917
"3290","NM","Male","<25","Other","Other",7825
"3291","NM","Male","<25","Other","Republican",4092
"3292","NM","Male",">65","Black","Democratic",381
"3293","NM","Male",">65","Black","Other",28
"3294","NM","Male",">65","Black","Republican",19
"3295","NM","Male",">65","Non-Hispanic White","Democratic",32335
"3296","NM","Male",">65","Non-Hispanic White","Other",13044
"3297","NM","Male",">65","Non-Hispanic White","Republican",36269
"3298","NM","Male",">65","Other","Democratic",32530
"3299","NM","Male",">65","Other","Other",5736
"3300","NM","Male",">65","Other","Republican",10465
"3301","NY","Female","25-34","Black","Democratic",128525
"3302","NY","Female","25-34","Black","Other",21954
"3303","NY","Female","25-34","Black","Republican",1719
"3304","NY","Female","25-34","Non-Hispanic White","Democratic",208705
"3305","NY","Female","25-34","Non-Hispanic White","Other",188030
"3306","NY","Female","25-34","Non-Hispanic White","Republican",92267
"3307","NY","Female","25-34","Other","Democratic",210601
"3308","NY","Female","25-34","Other","Other",115040
"3309","NY","Female","25-34","Other","Republican",32308
"3310","NY","Female","35-44","Black","Democratic",119793
"3311","NY","Female","35-44","Black","Other",16117
"3312","NY","Female","35-44","Black","Republican",1708
"3313","NY","Female","35-44","Non-Hispanic White","Democratic",193705
"3314","NY","Female","35-44","Non-Hispanic White","Other",160115
"3315","NY","Female","35-44","Non-Hispanic White","Republican",106623
"3316","NY","Female","35-44","Other","Democratic",197201
"3317","NY","Female","35-44","Other","Other",101105
"3318","NY","Female","35-44","Other","Republican",37797
"3319","NY","Female","45-54","Black","Democratic",134779
"3320","NY","Female","45-54","Black","Other",12533
"3321","NY","Female","45-54","Black","Republican",2028
"3322","NY","Female","45-54","Non-Hispanic White","Democratic",225209
"3323","NY","Female","45-54","Non-Hispanic White","Other",170147
"3324","NY","Female","45-54","Non-Hispanic White","Republican",190066
"3325","NY","Female","45-54","Other","Democratic",191965
"3326","NY","Female","45-54","Other","Other",88008
"3327","NY","Female","45-54","Other","Republican",52215
"3328","NY","Female","55-64","Black","Democratic",128246
"3329","NY","Female","55-64","Black","Other",9200
"3330","NY","Female","55-64","Black","Republican",2130
"3331","NY","Female","55-64","Non-Hispanic White","Democratic",260212
"3332","NY","Female","55-64","Non-Hispanic White","Other",162164
"3333","NY","Female","55-64","Non-Hispanic White","Republican",202099
"3334","NY","Female","55-64","Other","Democratic",191858
"3335","NY","Female","55-64","Other","Other",71417
"3336","NY","Female","55-64","Other","Republican",51715
"3337","NY","Female","<25","Black","Democratic",48662
"3338","NY","Female","<25","Black","Other",11255
"3339","NY","Female","<25","Black","Republican",512
"3340","NY","Female","<25","Non-Hispanic White","Democratic",82761
"3341","NY","Female","<25","Non-Hispanic White","Other",93346
"3342","NY","Female","<25","Non-Hispanic White","Republican",44110
"3343","NY","Female","<25","Other","Democratic",95195
"3344","NY","Female","<25","Other","Other",58668
"3345","NY","Female","<25","Other","Republican",14506
"3346","NY","Female",">65","Black","Democratic",162152
"3347","NY","Female",">65","Black","Other",8264
"3348","NY","Female",">65","Black","Republican",2568
"3349","NY","Female",">65","Non-Hispanic White","Democratic",392656
"3350","NY","Female",">65","Non-Hispanic White","Other",176756
"3351","NY","Female",">65","Non-Hispanic White","Republican",332355
"3352","NY","Female",">65","Other","Democratic",270043
"3353","NY","Female",">65","Other","Other",77611
"3354","NY","Female",">65","Other","Republican",78823
"3355","NY","Male","25-34","Black","Democratic",84912
"3356","NY","Male","25-34","Black","Other",18013
"3357","NY","Male","25-34","Black","Republican",1598
"3358","NY","Male","25-34","Non-Hispanic White","Democratic",155114
"3359","NY","Male","25-34","Non-Hispanic White","Other",173630
"3360","NY","Male","25-34","Non-Hispanic White","Republican",109442
"3361","NY","Male","25-34","Other","Democratic",151622
"3362","NY","Male","25-34","Other","Other",98744
"3363","NY","Male","25-34","Other","Republican",37609
"3364","NY","Male","35-44","Black","Democratic",73018
"3365","NY","Male","35-44","Black","Other",15035
"3366","NY","Male","35-44","Black","Republican",1615
"3367","NY","Male","35-44","Non-Hispanic White","Democratic",136159
"3368","NY","Male","35-44","Non-Hispanic White","Other",152937
"3369","NY","Male","35-44","Non-Hispanic White","Republican",119941
"3370","NY","Male","35-44","Other","Democratic",140811
"3371","NY","Male","35-44","Other","Other",88896
"3372","NY","Male","35-44","Other","Republican",42306
"3373","NY","Male","45-54","Black","Democratic",89185
"3374","NY","Male","45-54","Black","Other",13052
"3375","NY","Male","45-54","Black","Republican",2241
"3376","NY","Male","45-54","Non-Hispanic White","Democratic",159937
"3377","NY","Male","45-54","Non-Hispanic White","Other",165463
"3378","NY","Male","45-54","Non-Hispanic White","Republican",205381
"3379","NY","Male","45-54","Other","Democratic",146958
"3380","NY","Male","45-54","Other","Other",82587
"3381","NY","Male","45-54","Other","Republican",58538
"3382","NY","Male","55-64","Black","Democratic",85740
"3383","NY","Male","55-64","Black","Other",9525
"3384","NY","Male","55-64","Black","Republican",2284
"3385","NY","Male","55-64","Non-Hispanic White","Democratic",188579
"3386","NY","Male","55-64","Non-Hispanic White","Other",163567
"3387","NY","Male","55-64","Non-Hispanic White","Republican",218764
"3388","NY","Male","55-64","Other","Democratic",148446
"3389","NY","Male","55-64","Other","Other",69699
"3390","NY","Male","55-64","Other","Republican",58218
"3391","NY","Male","<25","Black","Democratic",34085
"3392","NY","Male","<25","Black","Other",9563
"3393","NY","Male","<25","Black","Republican",567
"3394","NY","Male","<25","Non-Hispanic White","Democratic",63392
"3395","NY","Male","<25","Non-Hispanic White","Other",85564
"3396","NY","Male","<25","Non-Hispanic White","Republican",56228
"3397","NY","Male","<25","Other","Democratic",71920
"3398","NY","Male","<25","Other","Other",52349
"3399","NY","Male","<25","Other","Republican",18912
"3400","NY","Male",">65","Black","Democratic",91039
"3401","NY","Male",">65","Black","Other",7297
"3402","NY","Male",">65","Black","Republican",2236
"3403","NY","Male",">65","Non-Hispanic White","Democratic",256272
"3404","NY","Male",">65","Non-Hispanic White","Other",171783
"3405","NY","Male",">65","Non-Hispanic White","Republican",283335
"3406","NY","Male",">65","Other","Democratic",188132
"3407","NY","Male",">65","Other","Other",73081
"3408","NY","Male",">65","Other","Republican",73839
"3409","NC","Female","25-34","Black","Democratic",107405
"3410","NC","Female","25-34","Black","Other",25854
"3411","NC","Female","25-34","Black","Republican",3204
"3412","NC","Female","25-34","Non-Hispanic White","Democratic",64043
"3413","NC","Female","25-34","Non-Hispanic White","Other",118122
"3414","NC","Female","25-34","Non-Hispanic White","Republican",93309
"3415","NC","Female","25-34","Other","Democratic",25909
"3416","NC","Female","25-34","Other","Other",32597
"3417","NC","Female","25-34","Other","Republican",14625
"3418","NC","Female","35-44","Black","Democratic",107525
"3419","NC","Female","35-44","Black","Other",20822
"3420","NC","Female","35-44","Black","Republican",2670
"3421","NC","Female","35-44","Non-Hispanic White","Democratic",72119
"3422","NC","Female","35-44","Non-Hispanic White","Other",108747
"3423","NC","Female","35-44","Non-Hispanic White","Republican",111436
"3424","NC","Female","35-44","Other","Democratic",23644
"3425","NC","Female","35-44","Other","Other",27833
"3426","NC","Female","35-44","Other","Republican",14749
"3427","NC","Female","45-54","Black","Democratic",121405
"3428","NC","Female","45-54","Black","Other",16141
"3429","NC","Female","45-54","Black","Republican",3323
"3430","NC","Female","45-54","Non-Hispanic White","Democratic",94640
"3431","NC","Female","45-54","Non-Hispanic White","Other",106258
"3432","NC","Female","45-54","Non-Hispanic White","Republican",164510
"3433","NC","Female","45-54","Other","Democratic",21125
"3434","NC","Female","45-54","Other","Other",21843
"3435","NC","Female","45-54","Other","Republican",17258
"3436","NC","Female","55-64","Black","Democratic",117607
"3437","NC","Female","55-64","Black","Other",10976
"3438","NC","Female","55-64","Black","Republican",3064
"3439","NC","Female","55-64","Non-Hispanic White","Democratic",127446
"3440","NC","Female","55-64","Non-Hispanic White","Other",99545
"3441","NC","Female","55-64","Non-Hispanic White","Republican",164669
"3442","NC","Female","55-64","Other","Democratic",19305
"3443","NC","Female","55-64","Other","Other",15240
"3444","NC","Female","55-64","Other","Republican",14253
"3445","NC","Female","<25","Black","Democratic",64322
"3446","NC","Female","<25","Black","Other",25769
"3447","NC","Female","<25","Black","Republican",2313
"3448","NC","Female","<25","Non-Hispanic White","Democratic",30167
"3449","NC","Female","<25","Non-Hispanic White","Other",81578
"3450","NC","Female","<25","Non-Hispanic White","Republican",57267
"3451","NC","Female","<25","Other","Democratic",19006
"3452","NC","Female","<25","Other","Other",28958
"3453","NC","Female","<25","Other","Republican",9818
"3454","NC","Female",">65","Black","Democratic",129632
"3455","NC","Female",">65","Black","Other",6999
"3456","NC","Female",">65","Black","Republican",2433
"3457","NC","Female",">65","Non-Hispanic White","Democratic",221561
"3458","NC","Female",">65","Non-Hispanic White","Other",118348
"3459","NC","Female",">65","Non-Hispanic White","Republican",225784
"3460","NC","Female",">65","Other","Democratic",22940
"3461","NC","Female",">65","Other","Other",13975
"3462","NC","Female",">65","Other","Republican",16600
"3463","NC","Male","25-34","Black","Democratic",77319
"3464","NC","Male","25-34","Black","Other",26262
"3465","NC","Male","25-34","Black","Republican",3607
"3466","NC","Male","25-34","Non-Hispanic White","Democratic",46495
"3467","NC","Male","25-34","Non-Hispanic White","Other",113229
"3468","NC","Male","25-34","Non-Hispanic White","Republican",93935
"3469","NC","Male","25-34","Other","Democratic",16732
"3470","NC","Male","25-34","Other","Other",27643
"3471","NC","Male","25-34","Other","Republican",12347
"3472","NC","Male","35-44","Black","Democratic",71593
"3473","NC","Male","35-44","Black","Other",20894
"3474","NC","Male","35-44","Black","Republican",2900
"3475","NC","Male","35-44","Non-Hispanic White","Democratic",47875
"3476","NC","Male","35-44","Non-Hispanic White","Other",106478
"3477","NC","Male","35-44","Non-Hispanic White","Republican",109430
"3478","NC","Male","35-44","Other","Democratic",14649
