"","sex","age","race","party","district","state","n"
"27917","Female","35-44","Non-Hispanic White","Democratic",19,"NY",6946
"27918","Female","35-44","Non-Hispanic White","Democratic",20,"NY",9659
"27919","Female","35-44","Non-Hispanic White","Democratic",21,"NY",7329
"27920","Female","35-44","Non-Hispanic White","Democratic",22,"NY",7010
"27921","Female","35-44","Non-Hispanic White","Democratic",23,"NY",7525
"27922","Female","35-44","Non-Hispanic White","Democratic",24,"NY",8118
"27923","Female","35-44","Non-Hispanic White","Democratic",25,"NY",8446
"27924","Female","35-44","Non-Hispanic White","Democratic",26,"NY",10017
"27925","Female","35-44","Non-Hispanic White","Democratic",27,"NY",8314
"27926","Female","35-44","Non-Hispanic White","Democratic",NA,"NY",47
"27927","Female","35-44","Non-Hispanic White","Other",1,"NY",9752
"27928","Female","35-44","Non-Hispanic White","Other",2,"NY",8253
"27929","Female","35-44","Non-Hispanic White","Other",3,"NY",6645
"27930","Female","35-44","Non-Hispanic White","Other",4,"NY",6655
"27931","Female","35-44","Non-Hispanic White","Other",5,"NY",1438
"27932","Female","35-44","Non-Hispanic White","Other",6,"NY",2833
"27933","Female","35-44","Non-Hispanic White","Other",7,"NY",3428
"27934","Female","35-44","Non-Hispanic White","Other",8,"NY",2207
"27935","Female","35-44","Non-Hispanic White","Other",9,"NY",2414
"27936","Female","35-44","Non-Hispanic White","Other",10,"NY",5019
"27937","Female","35-44","Non-Hispanic White","Other",11,"NY",5255
"27938","Female","35-44","Non-Hispanic White","Other",12,"NY",6765
"27939","Female","35-44","Non-Hispanic White","Other",13,"NY",2092
"27940","Female","35-44","Non-Hispanic White","Other",14,"NY",2357
"27941","Female","35-44","Non-Hispanic White","Other",15,"NY",1164
"27942","Female","35-44","Non-Hispanic White","Other",16,"NY",4019
"27943","Female","35-44","Non-Hispanic White","Other",17,"NY",6513
"27944","Female","35-44","Non-Hispanic White","Other",18,"NY",7493
"27945","Female","35-44","Non-Hispanic White","Other",19,"NY",9345
"27946","Female","35-44","Non-Hispanic White","Other",20,"NY",9106
"27947","Female","35-44","Non-Hispanic White","Other",21,"NY",8693
"27948","Female","35-44","Non-Hispanic White","Other",22,"NY",8108
"27949","Female","35-44","Non-Hispanic White","Other",23,"NY",8380
"27950","Female","35-44","Non-Hispanic White","Other",24,"NY",8977
"27951","Female","35-44","Non-Hispanic White","Other",25,"NY",7662
"27952","Female","35-44","Non-Hispanic White","Other",26,"NY",6523
"27953","Female","35-44","Non-Hispanic White","Other",27,"NY",8973
"27954","Female","35-44","Non-Hispanic White","Other",NA,"NY",46
"27955","Female","35-44","Non-Hispanic White","Republican",1,"NY",6533
"27956","Female","35-44","Non-Hispanic White","Republican",2,"NY",6486
"27957","Female","35-44","Non-Hispanic White","Republican",3,"NY",5044
"27958","Female","35-44","Non-Hispanic White","Republican",4,"NY",6329
"27959","Female","35-44","Non-Hispanic White","Republican",5,"NY",924
"27960","Female","35-44","Non-Hispanic White","Republican",6,"NY",1379
"27961","Female","35-44","Non-Hispanic White","Republican",7,"NY",747
"27962","Female","35-44","Non-Hispanic White","Republican",8,"NY",924
"27963","Female","35-44","Non-Hispanic White","Republican",9,"NY",912
"27964","Female","35-44","Non-Hispanic White","Republican",10,"NY",2443
"27965","Female","35-44","Non-Hispanic White","Republican",11,"NY",4708
"27966","Female","35-44","Non-Hispanic White","Republican",12,"NY",2905
"27967","Female","35-44","Non-Hispanic White","Republican",13,"NY",531
"27968","Female","35-44","Non-Hispanic White","Republican",14,"NY",968
"27969","Female","35-44","Non-Hispanic White","Republican",15,"NY",291
"27970","Female","35-44","Non-Hispanic White","Republican",16,"NY",2491
"27971","Female","35-44","Non-Hispanic White","Republican",17,"NY",4028
"27972","Female","35-44","Non-Hispanic White","Republican",18,"NY",5647
"27973","Female","35-44","Non-Hispanic White","Republican",19,"NY",5515
"27974","Female","35-44","Non-Hispanic White","Republican",20,"NY",4796
"27975","Female","35-44","Non-Hispanic White","Republican",21,"NY",7753
"27976","Female","35-44","Non-Hispanic White","Republican",22,"NY",6615
"27977","Female","35-44","Non-Hispanic White","Republican",23,"NY",6801
"27978","Female","35-44","Non-Hispanic White","Republican",24,"NY",5686
"27979","Female","35-44","Non-Hispanic White","Republican",25,"NY",4759
"27980","Female","35-44","Non-Hispanic White","Republican",26,"NY",3641
"27981","Female","35-44","Non-Hispanic White","Republican",27,"NY",7728
"27982","Female","35-44","Non-Hispanic White","Republican",NA,"NY",39
"27983","Female","35-44","Other","Democratic",1,"NY",3414
"27984","Female","35-44","Other","Democratic",2,"NY",4860
"27985","Female","35-44","Other","Democratic",3,"NY",6603
"27986","Female","35-44","Other","Democratic",4,"NY",6403
"27987","Female","35-44","Other","Democratic",5,"NY",8484
"27988","Female","35-44","Other","Democratic",6,"NY",12030
"27989","Female","35-44","Other","Democratic",7,"NY",17854
"27990","Female","35-44","Other","Democratic",8,"NY",8707
"27991","Female","35-44","Other","Democratic",9,"NY",8340
"27992","Female","35-44","Other","Democratic",10,"NY",11548
"27993","Female","35-44","Other","Democratic",11,"NY",7975
"27994","Female","35-44","Other","Democratic",12,"NY",11735
"27995","Female","35-44","Other","Democratic",13,"NY",18009
"27996","Female","35-44","Other","Democratic",14,"NY",13370
"27997","Female","35-44","Other","Democratic",15,"NY",18270
"27998","Female","35-44","Other","Democratic",16,"NY",8409
"27999","Female","35-44","Other","Democratic",17,"NY",6324
"28000","Female","35-44","Other","Democratic",18,"NY",4228
"28001","Female","35-44","Other","Democratic",19,"NY",2162
"28002","Female","35-44","Other","Democratic",20,"NY",3232
"28003","Female","35-44","Other","Democratic",21,"NY",1268
"28004","Female","35-44","Other","Democratic",22,"NY",1825
"28005","Female","35-44","Other","Democratic",23,"NY",1530
"28006","Female","35-44","Other","Democratic",24,"NY",1982
"28007","Female","35-44","Other","Democratic",25,"NY",3280
"28008","Female","35-44","Other","Democratic",26,"NY",3653
"28009","Female","35-44","Other","Democratic",27,"NY",1651
"28010","Female","35-44","Other","Democratic",NA,"NY",55
"28011","Female","35-44","Other","Other",1,"NY",3491
"28012","Female","35-44","Other","Other",2,"NY",3879
"28013","Female","35-44","Other","Other",3,"NY",5273
"28014","Female","35-44","Other","Other",4,"NY",4552
"28015","Female","35-44","Other","Other",5,"NY",3417
"28016","Female","35-44","Other","Other",6,"NY",7248
"28017","Female","35-44","Other","Other",7,"NY",6345
"28018","Female","35-44","Other","Other",8,"NY",3254
"28019","Female","35-44","Other","Other",9,"NY",3373
"28020","Female","35-44","Other","Other",10,"NY",5992
"28021","Female","35-44","Other","Other",11,"NY",5463
"28022","Female","35-44","Other","Other",12,"NY",5842
"28023","Female","35-44","Other","Other",13,"NY",4369
"28024","Female","35-44","Other","Other",14,"NY",5288
"28025","Female","35-44","Other","Other",15,"NY",4445
"28026","Female","35-44","Other","Other",16,"NY",3603
"28027","Female","35-44","Other","Other",17,"NY",4107
"28028","Female","35-44","Other","Other",18,"NY",3185
"28029","Female","35-44","Other","Other",19,"NY",2198
"28030","Female","35-44","Other","Other",20,"NY",2614
"28031","Female","35-44","Other","Other",21,"NY",1467
"28032","Female","35-44","Other","Other",22,"NY",1711
"28033","Female","35-44","Other","Other",23,"NY",1524
"28034","Female","35-44","Other","Other",24,"NY",2028
"28035","Female","35-44","Other","Other",25,"NY",2673
"28036","Female","35-44","Other","Other",26,"NY",2013
"28037","Female","35-44","Other","Other",27,"NY",1717
"28038","Female","35-44","Other","Other",NA,"NY",34
"28039","Female","35-44","Other","Republican",1,"NY",1734
"28040","Female","35-44","Other","Republican",2,"NY",1814
"28041","Female","35-44","Other","Republican",3,"NY",2333
"28042","Female","35-44","Other","Republican",4,"NY",2544
"28043","Female","35-44","Other","Republican",5,"NY",989
"28044","Female","35-44","Other","Republican",6,"NY",1818
"28045","Female","35-44","Other","Republican",7,"NY",1291
"28046","Female","35-44","Other","Republican",8,"NY",965
"28047","Female","35-44","Other","Republican",9,"NY",1093
"28048","Female","35-44","Other","Republican",10,"NY",1969
"28049","Female","35-44","Other","Republican",11,"NY",2324
"28050","Female","35-44","Other","Republican",12,"NY",1667
"28051","Female","35-44","Other","Republican",13,"NY",829
"28052","Female","35-44","Other","Republican",14,"NY",1210
"28053","Female","35-44","Other","Republican",15,"NY",926
"28054","Female","35-44","Other","Republican",16,"NY",1229
"28055","Female","35-44","Other","Republican",17,"NY",1780
"28056","Female","35-44","Other","Republican",18,"NY",1911
"28057","Female","35-44","Other","Republican",19,"NY",1076
"28058","Female","35-44","Other","Republican",20,"NY",1012
"28059","Female","35-44","Other","Republican",21,"NY",1069
"28060","Female","35-44","Other","Republican",22,"NY",1022
"28061","Female","35-44","Other","Republican",23,"NY",920
"28062","Female","35-44","Other","Republican",24,"NY",1024
"28063","Female","35-44","Other","Republican",25,"NY",1080
"28064","Female","35-44","Other","Republican",26,"NY",863
"28065","Female","35-44","Other","Republican",27,"NY",1295
"28066","Female","35-44","Other","Republican",NA,"NY",10
"28067","Female","45-54","Black","Democratic",1,"NY",798
"28068","Female","45-54","Black","Democratic",2,"NY",2818
"28069","Female","45-54","Black","Democratic",3,"NY",557
"28070","Female","45-54","Black","Democratic",4,"NY",5852
"28071","Female","45-54","Black","Democratic",5,"NY",20339
"28072","Female","45-54","Black","Democratic",6,"NY",803
"28073","Female","45-54","Black","Democratic",7,"NY",2269
"28074","Female","45-54","Black","Democratic",8,"NY",22537
"28075","Female","45-54","Black","Democratic",9,"NY",18982
"28076","Female","45-54","Black","Democratic",10,"NY",666
"28077","Female","45-54","Black","Democratic",11,"NY",2416
"28078","Female","45-54","Black","Democratic",12,"NY",1059
"28079","Female","45-54","Black","Democratic",13,"NY",10951
"28080","Female","45-54","Black","Democratic",14,"NY",2662
"28081","Female","45-54","Black","Democratic",15,"NY",9939
"28082","Female","45-54","Black","Democratic",16,"NY",11295
"28083","Female","45-54","Black","Democratic",17,"NY",2629
"28084","Female","45-54","Black","Democratic",18,"NY",2027
"28085","Female","45-54","Black","Democratic",19,"NY",471
"28086","Female","45-54","Black","Democratic",20,"NY",2141
"28087","Female","45-54","Black","Democratic",21,"NY",70
"28088","Female","45-54","Black","Democratic",22,"NY",395
"28089","Female","45-54","Black","Democratic",23,"NY",226
"28090","Female","45-54","Black","Democratic",24,"NY",1778
"28091","Female","45-54","Black","Democratic",25,"NY",4684
"28092","Female","45-54","Black","Democratic",26,"NY",6275
"28093","Female","45-54","Black","Democratic",27,"NY",128
"28094","Female","45-54","Black","Democratic",NA,"NY",12
"28095","Female","45-54","Black","Other",1,"NY",102
"28096","Female","45-54","Black","Other",2,"NY",361
"28097","Female","45-54","Black","Other",3,"NY",64
"28098","Female","45-54","Black","Other",4,"NY",795
"28099","Female","45-54","Black","Other",5,"NY",1983
"28100","Female","45-54","Black","Other",6,"NY",45
"28101","Female","45-54","Black","Other",7,"NY",100
"28102","Female","45-54","Black","Other",8,"NY",2107
"28103","Female","45-54","Black","Other",9,"NY",2220
"28104","Female","45-54","Black","Other",10,"NY",43
"28105","Female","45-54","Black","Other",11,"NY",161
"28106","Female","45-54","Black","Other",12,"NY",70
"28107","Female","45-54","Black","Other",13,"NY",721
"28108","Female","45-54","Black","Other",14,"NY",155
"28109","Female","45-54","Black","Other",15,"NY",536
"28110","Female","45-54","Black","Other",16,"NY",1101
"28111","Female","45-54","Black","Other",17,"NY",255
"28112","Female","45-54","Black","Other",18,"NY",168
"28113","Female","45-54","Black","Other",19,"NY",49
"28114","Female","45-54","Black","Other",20,"NY",187
"28115","Female","45-54","Black","Other",21,"NY",14
"28116","Female","45-54","Black","Other",22,"NY",29
"28117","Female","45-54","Black","Other",23,"NY",22
"28118","Female","45-54","Black","Other",24,"NY",214
"28119","Female","45-54","Black","Other",25,"NY",498
"28120","Female","45-54","Black","Other",26,"NY",507
"28121","Female","45-54","Black","Other",27,"NY",23
"28122","Female","45-54","Black","Other",NA,"NY",3
"28123","Female","45-54","Black","Republican",1,"NY",19
"28124","Female","45-54","Black","Republican",2,"NY",49
"28125","Female","45-54","Black","Republican",3,"NY",7
"28126","Female","45-54","Black","Republican",4,"NY",281
"28127","Female","45-54","Black","Republican",5,"NY",279
"28128","Female","45-54","Black","Republican",6,"NY",9
"28129","Female","45-54","Black","Republican",7,"NY",11
"28130","Female","45-54","Black","Republican",8,"NY",283
"28131","Female","45-54","Black","Republican",9,"NY",315
"28132","Female","45-54","Black","Republican",10,"NY",5
"28133","Female","45-54","Black","Republican",11,"NY",16
"28134","Female","45-54","Black","Republican",12,"NY",12
"28135","Female","45-54","Black","Republican",13,"NY",59
"28136","Female","45-54","Black","Republican",14,"NY",10
"28137","Female","45-54","Black","Republican",15,"NY",57
"28138","Female","45-54","Black","Republican",16,"NY",118
"28139","Female","45-54","Black","Republican",17,"NY",15
"28140","Female","45-54","Black","Republican",18,"NY",21
"28141","Female","45-54","Black","Republican",19,"NY",9
"28142","Female","45-54","Black","Republican",20,"NY",32
"28143","Female","45-54","Black","Republican",21,"NY",8
"28144","Female","45-54","Black","Republican",22,"NY",9
"28145","Female","45-54","Black","Republican",23,"NY",5
"28146","Female","45-54","Black","Republican",24,"NY",23
"28147","Female","45-54","Black","Republican",25,"NY",144
"28148","Female","45-54","Black","Republican",26,"NY",211
"28149","Female","45-54","Black","Republican",27,"NY",21
"28150","Female","45-54","Non-Hispanic White","Democratic",1,"NY",9597
"28151","Female","45-54","Non-Hispanic White","Democratic",2,"NY",8596
"28152","Female","45-54","Non-Hispanic White","Democratic",3,"NY",9690
"28153","Female","45-54","Non-Hispanic White","Democratic",4,"NY",8362
"28154","Female","45-54","Non-Hispanic White","Democratic",5,"NY",3448
"28155","Female","45-54","Non-Hispanic White","Democratic",6,"NY",5319
"28156","Female","45-54","Non-Hispanic White","Democratic",7,"NY",6571
"28157","Female","45-54","Non-Hispanic White","Democratic",8,"NY",3848
"28158","Female","45-54","Non-Hispanic White","Democratic",9,"NY",5253
"28159","Female","45-54","Non-Hispanic White","Democratic",10,"NY",10738
"28160","Female","45-54","Non-Hispanic White","Democratic",11,"NY",7787
"28161","Female","45-54","Non-Hispanic White","Democratic",12,"NY",10506
"28162","Female","45-54","Non-Hispanic White","Democratic",13,"NY",4950
"28163","Female","45-54","Non-Hispanic White","Democratic",14,"NY",4653
"28164","Female","45-54","Non-Hispanic White","Democratic",15,"NY",2907
"28165","Female","45-54","Non-Hispanic White","Democratic",16,"NY",7592
"28166","Female","45-54","Non-Hispanic White","Democratic",17,"NY",10138
"28167","Female","45-54","Non-Hispanic White","Democratic",18,"NY",10099
"28168","Female","45-54","Non-Hispanic White","Democratic",19,"NY",9865
"28169","Female","45-54","Non-Hispanic White","Democratic",20,"NY",12345
"28170","Female","45-54","Non-Hispanic White","Democratic",21,"NY",9592
"28171","Female","45-54","Non-Hispanic White","Democratic",22,"NY",9007
"28172","Female","45-54","Non-Hispanic White","Democratic",23,"NY",9458
"28173","Female","45-54","Non-Hispanic White","Democratic",24,"NY",10100
"28174","Female","45-54","Non-Hispanic White","Democratic",25,"NY",10089
"28175","Female","45-54","Non-Hispanic White","Democratic",26,"NY",12584
"28176","Female","45-54","Non-Hispanic White","Democratic",27,"NY",12082
"28177","Female","45-54","Non-Hispanic White","Democratic",NA,"NY",33
"28178","Female","45-54","Non-Hispanic White","Other",1,"NY",11935
"28179","Female","45-54","Non-Hispanic White","Other",2,"NY",9706
"28180","Female","45-54","Non-Hispanic White","Other",3,"NY",8856
"28181","Female","45-54","Non-Hispanic White","Other",4,"NY",7082
"28182","Female","45-54","Non-Hispanic White","Other",5,"NY",1405
"28183","Female","45-54","Non-Hispanic White","Other",6,"NY",2703
"28184","Female","45-54","Non-Hispanic White","Other",7,"NY",1657
"28185","Female","45-54","Non-Hispanic White","Other",8,"NY",1397
"28186","Female","45-54","Non-Hispanic White","Other",9,"NY",1595
"28187","Female","45-54","Non-Hispanic White","Other",10,"NY",3668
"28188","Female","45-54","Non-Hispanic White","Other",11,"NY",5050
"28189","Female","45-54","Non-Hispanic White","Other",12,"NY",4524
"28190","Female","45-54","Non-Hispanic White","Other",13,"NY",1405
"28191","Female","45-54","Non-Hispanic White","Other",14,"NY",2028
"28192","Female","45-54","Non-Hispanic White","Other",15,"NY",1054
"28193","Female","45-54","Non-Hispanic White","Other",16,"NY",4402
"28194","Female","45-54","Non-Hispanic White","Other",17,"NY",8119
"28195","Female","45-54","Non-Hispanic White","Other",18,"NY",9861
"28196","Female","45-54","Non-Hispanic White","Other",19,"NY",11579
"28197","Female","45-54","Non-Hispanic White","Other",20,"NY",10182
"28198","Female","45-54","Non-Hispanic White","Other",21,"NY",8930
"28199","Female","45-54","Non-Hispanic White","Other",22,"NY",8460
"28200","Female","45-54","Non-Hispanic White","Other",23,"NY",8492
"28201","Female","45-54","Non-Hispanic White","Other",24,"NY",10357
"28202","Female","45-54","Non-Hispanic White","Other",25,"NY",8887
"28203","Female","45-54","Non-Hispanic White","Other",26,"NY",6112
"28204","Female","45-54","Non-Hispanic White","Other",27,"NY",10666
"28205","Female","45-54","Non-Hispanic White","Other",NA,"NY",35
"28206","Female","45-54","Non-Hispanic White","Republican",1,"NY",13361
"28207","Female","45-54","Non-Hispanic White","Republican",2,"NY",13211
"28208","Female","45-54","Non-Hispanic White","Republican",3,"NY",11034
"28209","Female","45-54","Non-Hispanic White","Republican",4,"NY",12167
"28210","Female","45-54","Non-Hispanic White","Republican",5,"NY",1419
"28211","Female","45-54","Non-Hispanic White","Republican",6,"NY",2075
"28212","Female","45-54","Non-Hispanic White","Republican",7,"NY",654
"28213","Female","45-54","Non-Hispanic White","Republican",8,"NY",1250
"28214","Female","45-54","Non-Hispanic White","Republican",9,"NY",959
"28215","Female","45-54","Non-Hispanic White","Republican",10,"NY",2101
"28216","Female","45-54","Non-Hispanic White","Republican",11,"NY",7191
"28217","Female","45-54","Non-Hispanic White","Republican",12,"NY",2941
"28218","Female","45-54","Non-Hispanic White","Republican",13,"NY",530
"28219","Female","45-54","Non-Hispanic White","Republican",14,"NY",1253
"28220","Female","45-54","Non-Hispanic White","Republican",15,"NY",428
"28221","Female","45-54","Non-Hispanic White","Republican",16,"NY",4129
"28222","Female","45-54","Non-Hispanic White","Republican",17,"NY",7451
"28223","Female","45-54","Non-Hispanic White","Republican",18,"NY",11277
"28224","Female","45-54","Non-Hispanic White","Republican",19,"NY",10552
"28225","Female","45-54","Non-Hispanic White","Republican",20,"NY",8394
"28226","Female","45-54","Non-Hispanic White","Republican",21,"NY",13406
"28227","Female","45-54","Non-Hispanic White","Republican",22,"NY",12051
"28228","Female","45-54","Non-Hispanic White","Republican",23,"NY",11331
"28229","Female","45-54","Non-Hispanic White","Republican",24,"NY",11199
"28230","Female","45-54","Non-Hispanic White","Republican",25,"NY",9111
"28231","Female","45-54","Non-Hispanic White","Republican",26,"NY",5977
"28232","Female","45-54","Non-Hispanic White","Republican",27,"NY",14587
"28233","Female","45-54","Non-Hispanic White","Republican",NA,"NY",27
"28234","Female","45-54","Other","Democratic",1,"NY",3948
"28235","Female","45-54","Other","Democratic",2,"NY",5307
"28236","Female","45-54","Other","Democratic",3,"NY",7947
"28237","Female","45-54","Other","Democratic",4,"NY",6748
"28238","Female","45-54","Other","Democratic",5,"NY",8521
"28239","Female","45-54","Other","Democratic",6,"NY",11621
"28240","Female","45-54","Other","Democratic",7,"NY",15912
"28241","Female","45-54","Other","Democratic",8,"NY",7835
"28242","Female","45-54","Other","Democratic",9,"NY",6597
"28243","Female","45-54","Other","Democratic",10,"NY",9884
"28244","Female","45-54","Other","Democratic",11,"NY",7714
"28245","Female","45-54","Other","Democratic",12,"NY",8836
"28246","Female","45-54","Other","Democratic",13,"NY",17180
"28247","Female","45-54","Other","Democratic",14,"NY",12485
"28248","Female","45-54","Other","Democratic",15,"NY",18874
"28249","Female","45-54","Other","Democratic",16,"NY",8427
"28250","Female","45-54","Other","Democratic",17,"NY",6987
"28251","Female","45-54","Other","Democratic",18,"NY",5026
"28252","Female","45-54","Other","Democratic",19,"NY",2569
"28253","Female","45-54","Other","Democratic",20,"NY",3187
"28254","Female","45-54","Other","Democratic",21,"NY",1384
"28255","Female","45-54","Other","Democratic",22,"NY",1916
"28256","Female","45-54","Other","Democratic",23,"NY",1797
"28257","Female","45-54","Other","Democratic",24,"NY",2166
"28258","Female","45-54","Other","Democratic",25,"NY",3233
"28259","Female","45-54","Other","Democratic",26,"NY",3768
"28260","Female","45-54","Other","Democratic",27,"NY",2049
"28261","Female","45-54","Other","Democratic",NA,"NY",47
"28262","Female","45-54","Other","Other",1,"NY",3814
"28263","Female","45-54","Other","Other",2,"NY",3557
"28264","Female","45-54","Other","Other",3,"NY",5863
"28265","Female","45-54","Other","Other",4,"NY",4147
"28266","Female","45-54","Other","Other",5,"NY",3006
"28267","Female","45-54","Other","Other",6,"NY",6258
"28268","Female","45-54","Other","Other",7,"NY",4517
"28269","Female","45-54","Other","Other",8,"NY",2411
"28270","Female","45-54","Other","Other",9,"NY",2466
"28271","Female","45-54","Other","Other",10,"NY",4262
"28272","Female","45-54","Other","Other",11,"NY",4805
"28273","Female","45-54","Other","Other",12,"NY",3809
"28274","Female","45-54","Other","Other",13,"NY",3125
"28275","Female","45-54","Other","Other",14,"NY",4197
"28276","Female","45-54","Other","Other",15,"NY",3621
"28277","Female","45-54","Other","Other",16,"NY",3365
"28278","Female","45-54","Other","Other",17,"NY",4212
"28279","Female","45-54","Other","Other",18,"NY",3419
"28280","Female","45-54","Other","Other",19,"NY",2516
"28281","Female","45-54","Other","Other",20,"NY",2526
"28282","Female","45-54","Other","Other",21,"NY",1267
"28283","Female","45-54","Other","Other",22,"NY",1579
"28284","Female","45-54","Other","Other",23,"NY",1426
"28285","Female","45-54","Other","Other",24,"NY",1878
"28286","Female","45-54","Other","Other",25,"NY",2414
"28287","Female","45-54","Other","Other",26,"NY",1682
"28288","Female","45-54","Other","Other",27,"NY",1842
"28289","Female","45-54","Other","Other",NA,"NY",24
"28290","Female","45-54","Other","Republican",1,"NY",2955
"28291","Female","45-54","Other","Republican",2,"NY",3094
"28292","Female","45-54","Other","Republican",3,"NY",4105
"28293","Female","45-54","Other","Republican",4,"NY",3722
"28294","Female","45-54","Other","Republican",5,"NY",1271
"28295","Female","45-54","Other","Republican",6,"NY",2188
"28296","Female","45-54","Other","Republican",7,"NY",1299
"28297","Female","45-54","Other","Republican",8,"NY",1164
"28298","Female","45-54","Other","Republican",9,"NY",1088
"28299","Female","45-54","Other","Republican",10,"NY",1511
"28300","Female","45-54","Other","Republican",11,"NY",2929
"28301","Female","45-54","Other","Republican",12,"NY",1591
"28302","Female","45-54","Other","Republican",13,"NY",856
"28303","Female","45-54","Other","Republican",14,"NY",1355
"28304","Female","45-54","Other","Republican",15,"NY",1042
"28305","Female","45-54","Other","Republican",16,"NY",1700
"28306","Female","45-54","Other","Republican",17,"NY",2468
"28307","Female","45-54","Other","Republican",18,"NY",2801
"28308","Female","45-54","Other","Republican",19,"NY",1773
"28309","Female","45-54","Other","Republican",20,"NY",1526
"28310","Female","45-54","Other","Republican",21,"NY",1694
"28311","Female","45-54","Other","Republican",22,"NY",1805
"28312","Female","45-54","Other","Republican",23,"NY",1365
"28313","Female","45-54","Other","Republican",24,"NY",1714
"28314","Female","45-54","Other","Republican",25,"NY",1728
"28315","Female","45-54","Other","Republican",26,"NY",1249
"28316","Female","45-54","Other","Republican",27,"NY",2216
"28317","Female","45-54","Other","Republican",NA,"NY",6
"28318","Female","55-64","Black","Democratic",1,"NY",660
"28319","Female","55-64","Black","Democratic",2,"NY",2310
"28320","Female","55-64","Black","Democratic",3,"NY",522
"28321","Female","55-64","Black","Democratic",4,"NY",4816
"28322","Female","55-64","Black","Democratic",5,"NY",19447
"28323","Female","55-64","Black","Democratic",6,"NY",734
"28324","Female","55-64","Black","Democratic",7,"NY",1889
"28325","Female","55-64","Black","Democratic",8,"NY",20904
"28326","Female","55-64","Black","Democratic",9,"NY",19970
"28327","Female","55-64","Black","Democratic",10,"NY",652
"28328","Female","55-64","Black","Democratic",11,"NY",2051
"28329","Female","55-64","Black","Democratic",12,"NY",965
"28330","Female","55-64","Black","Democratic",13,"NY",10264
"28331","Female","55-64","Black","Democratic",14,"NY",2724
"28332","Female","55-64","Black","Democratic",15,"NY",8912
"28333","Female","55-64","Black","Democratic",16,"NY",10932
"28334","Female","55-64","Black","Democratic",17,"NY",2730
"28335","Female","55-64","Black","Democratic",18,"NY",1728
"28336","Female","55-64","Black","Democratic",19,"NY",432
"28337","Female","55-64","Black","Democratic",20,"NY",1788
"28338","Female","55-64","Black","Democratic",21,"NY",65
"28339","Female","55-64","Black","Democratic",22,"NY",417
"28340","Female","55-64","Black","Democratic",23,"NY",244
"28341","Female","55-64","Black","Democratic",24,"NY",1668
"28342","Female","55-64","Black","Democratic",25,"NY",4318
"28343","Female","55-64","Black","Democratic",26,"NY",6967
"28344","Female","55-64","Black","Democratic",27,"NY",126
"28345","Female","55-64","Black","Democratic",NA,"NY",11
"28346","Female","55-64","Black","Other",1,"NY",76
"28347","Female","55-64","Black","Other",2,"NY",241
"28348","Female","55-64","Black","Other",3,"NY",55
"28349","Female","55-64","Black","Other",4,"NY",482
"28350","Female","55-64","Black","Other",5,"NY",1494
"28351","Female","55-64","Black","Other",6,"NY",39
"28352","Female","55-64","Black","Other",7,"NY",74
"28353","Female","55-64","Black","Other",8,"NY",1478
"28354","Female","55-64","Black","Other",9,"NY",1748
"28355","Female","55-64","Black","Other",10,"NY",21
"28356","Female","55-64","Black","Other",11,"NY",139
"28357","Female","55-64","Black","Other",12,"NY",35
"28358","Female","55-64","Black","Other",13,"NY",491
"28359","Female","55-64","Black","Other",14,"NY",127
"28360","Female","55-64","Black","Other",15,"NY",381
"28361","Female","55-64","Black","Other",16,"NY",801
"28362","Female","55-64","Black","Other",17,"NY",182
"28363","Female","55-64","Black","Other",18,"NY",98
"28364","Female","55-64","Black","Other",19,"NY",43
"28365","Female","55-64","Black","Other",20,"NY",100
"28366","Female","55-64","Black","Other",21,"NY",12
"28367","Female","55-64","Black","Other",22,"NY",28
"28368","Female","55-64","Black","Other",23,"NY",21
"28369","Female","55-64","Black","Other",24,"NY",189
"28370","Female","55-64","Black","Other",25,"NY",446
"28371","Female","55-64","Black","Other",26,"NY",369
"28372","Female","55-64","Black","Other",27,"NY",29
"28373","Female","55-64","Black","Other",NA,"NY",1
"28374","Female","55-64","Black","Republican",1,"NY",16
"28375","Female","55-64","Black","Republican",2,"NY",53
"28376","Female","55-64","Black","Republican",3,"NY",9
"28377","Female","55-64","Black","Republican",4,"NY",225
"28378","Female","55-64","Black","Republican",5,"NY",285
"28379","Female","55-64","Black","Republican",6,"NY",8
"28380","Female","55-64","Black","Republican",7,"NY",12
"28381","Female","55-64","Black","Republican",8,"NY",282
"28382","Female","55-64","Black","Republican",9,"NY",322
"28383","Female","55-64","Black","Republican",10,"NY",4
"28384","Female","55-64","Black","Republican",11,"NY",11
"28385","Female","55-64","Black","Republican",12,"NY",11
"28386","Female","55-64","Black","Republican",13,"NY",62
"28387","Female","55-64","Black","Republican",14,"NY",16
"28388","Female","55-64","Black","Republican",15,"NY",38
"28389","Female","55-64","Black","Republican",16,"NY",121
"28390","Female","55-64","Black","Republican",17,"NY",29
"28391","Female","55-64","Black","Republican",18,"NY",18
"28392","Female","55-64","Black","Republican",19,"NY",14
"28393","Female","55-64","Black","Republican",20,"NY",15
"28394","Female","55-64","Black","Republican",21,"NY",4
"28395","Female","55-64","Black","Republican",22,"NY",10
"28396","Female","55-64","Black","Republican",23,"NY",6
"28397","Female","55-64","Black","Republican",24,"NY",24
"28398","Female","55-64","Black","Republican",25,"NY",210
"28399","Female","55-64","Black","Republican",26,"NY",299
"28400","Female","55-64","Black","Republican",27,"NY",25
