"","metro_status","weight_w","vote_choice","likely_voter","sex","age","race","income","party","census_region"
"4418","Metropolitan",1.0421730124,"Democrat",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Democratic","West"
"4419","Metropolitan",0.3028546542,"Republican",1,"Male","50-64","Other","$75k-$100k","Other","Northeast"
"4420","Non-metropolitan",0.2249454106,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Republican","South"
"4421","Metropolitan",0.3577853224,"Unsure/Other",1,"Male","18-29","Other","$50k-$75k","Other","South"
"4422","Non-metropolitan",1.5571157981,"Democrat",1,"Male","65+","Other","less than $30k","Democratic","North Central"
"4423","Metropolitan",0.3014952999,"Democrat",1,"Female","50-64","Non-Hispanic White","$150k or more","Other","North Central"
"4424","Metropolitan",7.6201779583,"Democrat",1,"Male","50-64","Other","less than $30k","Democratic","Northeast"
"4425","Metropolitan",0.5825414569,"Republican",1,"Male","50-64","Non-Hispanic White","$30k-$50k","Republican","West"
"4426","Metropolitan",0.2846994904,"Democrat",1,"Female","30-49","Other","$75k-$100k","Other","South"
"4427","Metropolitan",0.6646026419,"Democrat",1,"Male","65+","Non-Hispanic White","$30k-$50k","Other","Northeast"
"4428","Metropolitan",0.4234164377,"Democrat",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"4429","Metropolitan",6.4671962375,"Democrat",1,"Male","50-64","Non-Hispanic White","less than $30k","Democratic","North Central"
"4430","Metropolitan",1.428433757,"Republican",0,"Female","30-49","Non-Hispanic White","less than $30k","Republican","North Central"
"4431","Metropolitan",1.4660848234,"Democrat",1,"Male","30-49","Other","$100k-$150k","Democratic","West"
"4432","Metropolitan",5.3542513369,"Republican",1,"Male","50-64","Black","$50k-$75k","Other","Northeast"
"4433","Non-metropolitan",0.3936039217,"Republican",1,"Male","65+","Non-Hispanic White","$100k-$150k","Republican","West"
"4434","Metropolitan",0.2953106286,"Unsure/Other",0,"Male","18-29","Other","$30k-$50k","Democratic","South"
"4435","Metropolitan",0.2744992795,"Unsure/Other",1,"Male","30-49","Black","less than $30k","Other","South"
"4436","Metropolitan",0.8441410204,"Democrat",1,"Female","30-49","Black","$50k-$75k","Democratic","South"
"4437","Metropolitan",0.5487352669,"Democrat",0,"Female","50-64","Black","$50k-$75k","Democratic","South"
"4438","Metropolitan",0.7119249237,"Democrat",1,"Male","65+","Non-Hispanic White","$100k-$150k","Democratic","Northeast"
"4439","Metropolitan",0.5240599893,"Democrat",1,"Male","30-49","Non-Hispanic White","$50k-$75k","Other","Northeast"
"4440","Metropolitan",0.784715277,"Republican",1,"Female","65+","Non-Hispanic White","$50k-$75k","Republican","North Central"
"4441","Metropolitan",1.5986242471,"Republican",1,"Male","18-29","Non-Hispanic White","$50k-$75k","Other","South"
"4442","Non-metropolitan",1.2187671952,"Republican",1,"Male","50-64","Non-Hispanic White","$50k-$75k","Republican","South"
"4443","Metropolitan",0.3902782439,"Unsure/Other",1,"Male","30-49","Black","$150k or more","Republican","South"
"4444","Metropolitan",0.3118768827,"Democrat",1,"Female","18-29","Other","less than $30k","Democratic","West"
"4445","Metropolitan",0.2796293412,"Republican",1,"Male","65+","Non-Hispanic White","$100k-$150k","Other","South"
"4446","Metropolitan",0.342102517,"Democrat",1,"Male","30-49","Other","$50k-$75k","Other","West"
"4447","Metropolitan",1.2657674103,"Republican",1,"Male","30-49","Non-Hispanic White","$100k-$150k","Republican","Northeast"
"4448","Metropolitan",0.7216402341,"Democrat",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Democratic","South"
"4449","Metropolitan",0.2021057274,"Democrat",1,"Female","65+","Black","$50k-$75k","Democratic","North Central"
"4450","Metropolitan",1.1930297342,"Republican",1,"Male","50-64","Non-Hispanic White","$30k-$50k","Republican","North Central"
"4451","Metropolitan",0.321413695,"Democrat",1,"Female","50-64","Non-Hispanic White","$150k or more","Other","South"
"4452","Metropolitan",0.1947106769,"Unsure/Other",1,"Female","30-49","Other","$75k-$100k","Other","South"
"4453","Non-metropolitan",0.3249606068,"Republican",1,"Male","65+","Other","$75k-$100k","Other","West"
"4454","Metropolitan",2.4154007186,"Unsure/Other",0,"Female","50-64","Black","$30k-$50k","Democratic","South"
"4455","Metropolitan",0.3594493594,"Unsure/Other",1,"Male","18-29","Non-Hispanic White","$50k-$75k","Other","South"
"4456","Metropolitan",0.1774782347,"Republican",1,"Male","50-64","Other","less than $30k","Republican","West"
"4457","Metropolitan",1.1591737513,"Democrat",1,"Male","18-29","Non-Hispanic White","$150k or more","Other","Northeast"
"4458","Metropolitan",1.0100696114,"Democrat",1,"Male","30-49","Non-Hispanic White","$75k-$100k","Democratic","West"
"4459","Metropolitan",0.1775076787,"Democrat",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Other","North Central"
"4460","Metropolitan",0.7938169862,"Democrat",1,"Female","30-49","Other","$30k-$50k","Democratic","West"
"4461","Metropolitan",0.2224696216,"Republican",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Republican","North Central"
"4462","Metropolitan",1.0698138308,"Democrat",0,"Female","18-29","Black","$50k-$75k","Democratic","South"
"4463","Metropolitan",0.2513528304,"Democrat",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Democratic","South"
"4464","Metropolitan",1.2392888294,"Democrat",1,"Male","30-49","Non-Hispanic White","$150k or more","Democratic","South"
"4465","Metropolitan",0.3397264084,"Unsure/Other",1,"Male","30-49","Non-Hispanic White","less than $30k","Other","West"
"4466","Metropolitan",0.2738047548,"Democrat",1,"Male","18-29","Other","less than $30k","Other","South"
"4467","Metropolitan",0.2602279009,"Republican",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Other","South"
"4468","Metropolitan",0.2557110746,"Democrat",1,"Female","50-64","Non-Hispanic White","less than $30k","Democratic","Northeast"
"4469","Metropolitan",0.5753598502,"Republican",1,"Female","50-64","Non-Hispanic White","less than $30k","Other","South"
"4470","Metropolitan",1.7663713075,"Republican",1,"Female","18-29","Non-Hispanic White","$50k-$75k","Republican","North Central"
"4471","Non-metropolitan",1.5338511812,"Democrat",1,"Female","65+","Non-Hispanic White","$50k-$75k","Other","North Central"
"4472","Metropolitan",0.6389059011,"Democrat",1,"Female","18-29","Non-Hispanic White","$50k-$75k","Other","West"
"4473","Metropolitan",0.1738730684,"Democrat",1,"Male","50-64","Other","$100k-$150k","Democratic","West"
"4474","Metropolitan",1.3661181688,"Democrat",0,"Male","30-49","Black","less than $30k","Democratic","North Central"
"4475","Metropolitan",0.2423838048,"Democrat",1,"Female","18-29","Black","$75k-$100k","Democratic","South"
"4476","Metropolitan",0.2467276902,"Democrat",1,"Female","18-29","Black","$100k-$150k","Democratic","Northeast"
"4477","Metropolitan",2.5525834364,"Unsure/Other",0,"Female","50-64","Other","$100k-$150k","Other","Northeast"
"4478","Metropolitan",0.3599641901,"Republican",1,"Male","50-64","Other","$150k or more","Other","Northeast"
"4479","Metropolitan",0.4123457551,"Republican",1,"Male","30-49","Other","$75k-$100k","Republican","South"
"4480","Metropolitan",0.5305683983,"Democrat",1,"Female","30-49","Other","$50k-$75k","Democratic","North Central"
"4481","Metropolitan",0.4728293676,"Democrat",1,"Male","30-49","Non-Hispanic White","$150k or more","Other","North Central"
"4482","Metropolitan",0.4475126231,"Republican",1,"Male","30-49","Non-Hispanic White","$75k-$100k","Republican","South"
"4483","Metropolitan",1.5094435381,"Republican",1,"Male","65+","Non-Hispanic White","$100k-$150k","Other","West"
"4484","Metropolitan",0.4357832636,"Unsure/Other",1,"Male","30-49","Non-Hispanic White","$100k-$150k","Other","South"
"4485","Metropolitan",0.197466807,"Republican",1,"Male","65+","Non-Hispanic White","$30k-$50k","Other","West"
"4486","Metropolitan",1.2116488676,"Unsure/Other",1,"Male","30-49","Non-Hispanic White","$50k-$75k","Other","West"
"4487","Metropolitan",0.5694325008,"Democrat",0,"Male","18-29","Other","less than $30k","Other","West"
"4488","Metropolitan",0.411891974,"Unsure/Other",0,"Male","50-64","Other","less than $30k","Other","South"
"4489","Metropolitan",0.4234164377,"Democrat",1,"Female","30-49","Non-Hispanic White","$150k or more","Democratic","North Central"
"4490","Metropolitan",0.3725328738,"Democrat",1,"Male","18-29","Other","$75k-$100k","Other","Northeast"
"4491","Non-metropolitan",0.3004823598,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Democratic","Northeast"
"4492","Metropolitan",0.2586150434,"Unsure/Other",1,"Male","30-49","Black","$50k-$75k","Democratic","South"
"4493","Metropolitan",0.2115591366,"Democrat",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"4494","Metropolitan",0.2356947046,"Democrat",1,"Male","50-64","Black","$100k-$150k","Democratic","South"
"4495","Metropolitan",7.6201779583,"Unsure/Other",0,"Male","30-49","Other","$30k-$50k","Other","West"
"4496","Metropolitan",0.9696245969,"Democrat",1,"Male","18-29","Non-Hispanic White","$50k-$75k","Democratic","South"
"4497","Metropolitan",0.2603575029,"Democrat",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Other","West"
"4498","Metropolitan",2.01057817,"Unsure/Other",1,"Male","50-64","Other","less than $30k","Other","South"
"4499","Metropolitan",0.2791506044,"Unsure/Other",1,"Male","30-49","Other","$100k-$150k","Other","West"
"4500","Non-metropolitan",0.2866338766,"Unsure/Other",1,"Female","65+","Non-Hispanic White","less than $30k","Other","North Central"
"4501","Non-metropolitan",0.3556667873,"Republican",1,"Male","18-29","Non-Hispanic White","$30k-$50k","Other","South"
"4502","Metropolitan",0.2322946446,"Democrat",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Democratic","West"
"4503","Metropolitan",0.5387173831,"Republican",1,"Female","65+","Non-Hispanic White","less than $30k","Republican","West"
"4504","Metropolitan",0.5835055944,"Unsure/Other",0,"Female","30-49","Other","less than $30k","Republican","South"
"4505","Metropolitan",1.7789330443,"Unsure/Other",0,"Male","30-49","Other","$30k-$50k","Other","West"
"4506","Metropolitan",6.184822077,"Republican",1,"Male","65+","Non-Hispanic White","$150k or more","Other","South"
"4507","Metropolitan",0.374132038,"Republican",1,"Male","50-64","Non-Hispanic White","$150k or more","Other","West"
"4508","Metropolitan",0.6267247836,"Republican",1,"Male","30-49","Non-Hispanic White","$150k or more","Other","West"
"4509","Metropolitan",1.4595553928,"Unsure/Other",0,"Male","30-49","Other","less than $30k","Other","West"
"4510","Metropolitan",0.3241347972,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Democratic","West"
"4511","Metropolitan",3.7337324773,"Unsure/Other",0,"Female","18-29","Black","less than $30k","Other","Northeast"
"4512","Metropolitan",0.3136385817,"Democrat",1,"Male","50-64","Other","$150k or more","Democratic","West"
"4513","Metropolitan",1.0921346585,"Democrat",1,"Male","18-29","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"4514","Metropolitan",7.6201779583,"Unsure/Other",0,"Male","30-49","Other","less than $30k","Other","West"
"4515","Metropolitan",0.3354001191,"Democrat",1,"Female","50-64","Black","$50k-$75k","Other","South"
"4516","Metropolitan",0.4236581078,"Unsure/Other",0,"Female","30-49","Other","less than $30k","Other","Northeast"
"4517","Metropolitan",1.8402196496,"Democrat",1,"Female","30-49","Other","less than $30k","Democratic","Northeast"
"4518","Metropolitan",0.4550270343,"Democrat",0,"Female","18-29","Other","$50k-$75k","Other","Northeast"
"4519","Metropolitan",2.16059082,"Democrat",0,"Female","18-29","Other","less than $30k","Democratic","Northeast"
"4520","Metropolitan",0.4725535416,"Unsure/Other",0,"Male","18-29","Non-Hispanic White","$30k-$50k","Other","Northeast"
"4521","Metropolitan",0.4339068151,"Republican",1,"Male","30-49","Other","$100k-$150k","Republican","Northeast"
"4522","Metropolitan",1.6957720182,"Democrat",0,"Female","18-29","Other","$30k-$50k","Democratic","Northeast"
"4523","Metropolitan",1.3502207923,"Democrat",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Democratic","Northeast"
"4524","Metropolitan",0.9904451035,"Democrat",1,"Female","18-29","Other","less than $30k","Other","Northeast"
"4525","Metropolitan",2.1958822073,"Unsure/Other",0,"Female","18-29","Other","less than $30k","Other","Northeast"
"4526","Metropolitan",0.3658210778,"Democrat",1,"Female","18-29","Other","$50k-$75k","Other","South"
"4527","Metropolitan",2.6790871134,"Unsure/Other",1,"Female","50-64","Other","$50k-$75k","Other","South"
"4528","Metropolitan",0.9168216783,"Republican",0,"Female","18-29","Other","less than $30k","Republican","South"
"4529","Non-metropolitan",0.5322043401,"Unsure/Other",0,"Female","18-29","Other","less than $30k","Democratic","South"
"4530","Metropolitan",0.3534713907,"Democrat",0,"Female","18-29","Other","$50k-$75k","Democratic","South"
"4531","Metropolitan",0.6038282511,"Unsure/Other",1,"Female","18-29","Non-Hispanic White","$30k-$50k","Other","South"
"4532","Metropolitan",0.348926074,"Democrat",1,"Female","18-29","Other","$30k-$50k","Democratic","South"
"4533","Metropolitan",1.3427737258,"Republican",0,"Female","18-29","Non-Hispanic White","less than $30k","Republican","South"
"4534","Metropolitan",0.7865273293,"Republican",1,"Male","50-64","Other","$50k-$75k","Republican","South"
"4535","Metropolitan",1.2112238319,"Unsure/Other",0,"Female","18-29","Other","less than $30k","Other","South"
"4536","Metropolitan",2.0485066043,"Democrat",1,"Female","18-29","Other","$50k-$75k","Democratic","South"
"4537","Metropolitan",0.0821026288,"Republican",1,"Male","30-49","Other","$75k-$100k","Republican","South"
"4538","Metropolitan",0.491897598,"Democrat",1,"Female","18-29","Other","less than $30k","Democratic","South"
"4539","Metropolitan",0.8112996496,"Democrat",1,"Female","18-29","Other","$75k-$100k","Democratic","South"
"4540","Metropolitan",0.674213297,"Democrat",1,"Female","30-49","Other","$30k-$50k","Democratic","South"
"4541","Metropolitan",0.0821026288,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Other","South"
"4542","Metropolitan",0.2090244443,"Republican",1,"Female","50-64","Non-Hispanic White","$150k or more","Republican","South"
"4543","Metropolitan",1.1638330105,"Unsure/Other",0,"Female","18-29","Non-Hispanic White","less than $30k","Republican","North Central"
"4544","Metropolitan",0.865817179,"Unsure/Other",1,"Male","18-29","Other","less than $30k","Other","North Central"
"4545","Metropolitan",0.1412761934,"Democrat",1,"Female","18-29","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"4546","Metropolitan",0.2355663694,"Unsure/Other",1,"Male","30-49","Other","$50k-$75k","Republican","North Central"
"4547","Metropolitan",1.4095313853,"Republican",1,"Male","18-29","Other","less than $30k","Republican","North Central"
"4548","Metropolitan",1.0405355966,"Unsure/Other",1,"Female","18-29","Other","less than $30k","Other","North Central"
"4549","Metropolitan",0.3273744078,"Unsure/Other",0,"Female","30-49","Other","less than $30k","Other","North Central"
"4550","Metropolitan",1.2577265796,"Unsure/Other",0,"Female","30-49","Other","less than $30k","Other","North Central"
"4551","Metropolitan",0.5366526104,"Democrat",1,"Female","30-49","Non-Hispanic White","less than $30k","Democratic","North Central"
"4552","Metropolitan",2.2098584183,"Democrat",1,"Female","18-29","Black","less than $30k","Democratic","North Central"
"4553","Metropolitan",0.1582666437,"Unsure/Other",0,"Female","30-49","Non-Hispanic White","less than $30k","Democratic","North Central"
"4554","Metropolitan",0.3124153757,"Unsure/Other",1,"Female","18-29","Non-Hispanic White","$100k-$150k","Other","North Central"
"4555","Metropolitan",3.3646743244,"Democrat",1,"Male","30-49","Other","$50k-$75k","Democratic","North Central"
"4556","Metropolitan",2.0153703056,"Democrat",1,"Male","18-29","Other","$100k-$150k","Other","North Central"
"4557","Metropolitan",0.3954176582,"Republican",0,"Female","30-49","Non-Hispanic White","$30k-$50k","Republican","South"
"4558","Metropolitan",0.7686788629,"Unsure/Other",0,"Female","18-29","Other","$50k-$75k","Other","South"
"4559","Non-metropolitan",0.1140476947,"Unsure/Other",1,"Female","18-29","Other","less than $30k","Other","South"
"4560","Metropolitan",0.8646601913,"Democrat",1,"Male","18-29","Non-Hispanic White","$75k-$100k","Democratic","South"
"4561","Metropolitan",0.3243257915,"Democrat",1,"Female","30-49","Black","$30k-$50k","Other","South"
"4562","Metropolitan",0.8705762022,"Democrat",1,"Male","18-29","Other","$30k-$50k","Democratic","South"
"4563","Metropolitan",0.8895781098,"Democrat",0,"Female","50-64","Other","$75k-$100k","Other","South"
"4564","Metropolitan",2.2877750656,"Democrat",1,"Male","18-29","Other","less than $30k","Democratic","South"
"4565","Metropolitan",0.1910439252,"Democrat",1,"Female","18-29","Other","less than $30k","Democratic","South"
"4566","Metropolitan",1.3894201099,"Unsure/Other",0,"Female","18-29","Non-Hispanic White","less than $30k","Other","South"
"4567","Metropolitan",0.1708007065,"Democrat",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Democratic","South"
"4568","Metropolitan",0.5433249954,"Democrat",1,"Male","18-29","Other","$30k-$50k","Democratic","South"
"4569","Metropolitan",0.0821026288,"Republican",1,"Female","50-64","Non-Hispanic White","less than $30k","Republican","South"
"4570","Metropolitan",0.6537203573,"Democrat",1,"Male","18-29","Other","$30k-$50k","Democratic","South"
"4571","Metropolitan",0.3321475895,"Unsure/Other",1,"Female","30-49","Other","less than $30k","Other","South"
"4572","Metropolitan",0.2533988384,"Democrat",1,"Male","18-29","Other","$75k-$100k","Other","South"
"4573","Metropolitan",0.6010771331,"Unsure/Other",1,"Female","30-49","Black","less than $30k","Republican","South"
"4574","Metropolitan",0.1162941174,"Democrat",1,"Female","18-29","Black","$30k-$50k","Democratic","South"
"4575","Non-metropolitan",0.7332784502,"Democrat",0,"Female","30-49","Other","$50k-$75k","Republican","South"
"4576","Metropolitan",1.2726222935,"Democrat",1,"Male","18-29","Other","$75k-$100k","Other","South"
"4577","Metropolitan",0.4904760219,"Democrat",1,"Female","18-29","Other","$75k-$100k","Other","South"
"4578","Metropolitan",0.2977093779,"Democrat",1,"Female","30-49","Non-Hispanic White","less than $30k","Democratic","South"
"4579","Metropolitan",1.0313345158,"Democrat",1,"Male","50-64","Other","$30k-$50k","Other","South"
"4580","Metropolitan",0.2139564531,"Democrat",1,"Female","30-49","Other","$30k-$50k","Democratic","South"
"4581","Metropolitan",0.3609922861,"Unsure/Other",0,"Female","18-29","Black","$30k-$50k","Other","South"
"4582","Metropolitan",0.1701536055,"Unsure/Other",0,"Female","18-29","Other","$50k-$75k","Republican","South"
"4583","Metropolitan",1.0211930172,"Unsure/Other",1,"Male","18-29","Other","less than $30k","Other","South"
"4584","Metropolitan",1.2112238319,"Unsure/Other",0,"Female","18-29","Other","less than $30k","Other","South"
"4585","Metropolitan",1.540445241,"Unsure/Other",0,"Female","18-29","Other","less than $30k","Democratic","South"
"4586","Metropolitan",0.2977071019,"Republican",1,"Female","50-64","Other","less than $30k","Republican","South"
"4587","Metropolitan",0.353438058,"Democrat",1,"Female","18-29","Other","$30k-$50k","Democratic","South"
"4588","Metropolitan",1.1887797942,"Democrat",1,"Male","30-49","Other","$100k-$150k","Democratic","South"
"4589","Metropolitan",0.4904760219,"Democrat",1,"Female","18-29","Other","less than $30k","Other","South"
"4590","Metropolitan",0.6030280842,"Unsure/Other",0,"Female","30-49","Other","less than $30k","Other","South"
"4591","Metropolitan",1.2505010348,"Republican",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Other","West"
"4592","Metropolitan",0.2761451052,"Democrat",0,"Female","30-49","Other","$30k-$50k","Other","West"
"4593","Metropolitan",0.2677544436,"Republican",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Republican","West"
"4594","Metropolitan",0.1296633802,"Republican",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Republican","West"
"4595","Metropolitan",0.9196334151,"Democrat",1,"Male","18-29","Other","less than $30k","Other","West"
"4596","Non-metropolitan",0.1633335905,"Democrat",1,"Female","30-49","Non-Hispanic White","less than $30k","Democratic","West"
"4597","Metropolitan",1.8812062968,"Republican",1,"Female","18-29","Other","less than $30k","Republican","West"
"4598","Metropolitan",0.63295504,"Unsure/Other",1,"Female","30-49","Other","less than $30k","Other","West"
"4599","Metropolitan",0.1652802832,"Republican",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Republican","West"
"4600","Metropolitan",0.5502683714,"Unsure/Other",1,"Female","18-29","Other","$30k-$50k","Republican","West"
"4601","Metropolitan",0.1318986081,"Democrat",1,"Male","50-64","Other","$75k-$100k","Democratic","West"
"4602","Metropolitan",0.1958079494,"Democrat",1,"Female","30-49","Other","less than $30k","Democratic","West"
"4603","Metropolitan",0.7976589105,"Democrat",1,"Male","30-49","Non-Hispanic White","$50k-$75k","Democratic","West"
"4604","Metropolitan",0.4090311508,"Democrat",1,"Female","18-29","Other","less than $30k","Democratic","West"
"4605","Metropolitan",5.3485603896,"Democrat",0,"Male","18-29","Other","$100k-$150k","Other","West"
"4606","Metropolitan",1.5657510182,"Democrat",1,"Female","65+","Other","less than $30k","Democratic","West"
"4607","Metropolitan",0.9542512654,"Democrat",1,"Female","18-29","Other","less than $30k","Other","West"
"4608","Metropolitan",0.5245515577,"Democrat",1,"Female","18-29","Non-Hispanic White","$50k-$75k","Democratic","West"
"4609","Metropolitan",1.3085184816,"Republican",0,"Female","18-29","Black","less than $30k","Other","West"
"4610","Metropolitan",1.0357134462,"Democrat",1,"Female","18-29","Other","$50k-$75k","Democratic","West"
"4611","Metropolitan",0.4499270724,"Unsure/Other",1,"Female","18-29","Other","less than $30k","Democratic","West"
"4612","Metropolitan",0.2812414877,"Democrat",0,"Female","18-29","Other","less than $30k","Democratic","West"
"4613","Metropolitan",1.887527329,"Democrat",0,"Male","18-29","Other","$30k-$50k","Other","West"
"4614","Metropolitan",0.2553784414,"Democrat",1,"Female","18-29","Other","$100k-$150k","Democratic","West"
"4615","Metropolitan",0.2263544475,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","less than $30k","Republican","West"
"4616","Metropolitan",0.9415616433,"Democrat",1,"Female","18-29","Other","$100k-$150k","Democratic","West"
"4617","Metropolitan",1.4977854165,"Unsure/Other",0,"Female","18-29","Other","less than $30k","Democratic","West"
"4618","Metropolitan",0.1389008756,"Democrat",1,"Female","50-64","Non-Hispanic White","less than $30k","Other","West"
"4619","Metropolitan",0.6193553461,"Republican",1,"Male","50-64","Other","$150k or more","Republican","West"
"4620","Metropolitan",1.0503699342,"Republican",1,"Female","18-29","Other","less than $30k","Republican","West"
"4621","Metropolitan",0.3428487208,"Republican",1,"Female","18-29","Other","$30k-$50k","Other","West"
"4622","Metropolitan",1.1960679733,"Republican",1,"Female","50-64","Non-Hispanic White","$150k or more","Republican","West"
"4623","Metropolitan",0.3522488221,"Democrat",1,"Female","30-49","Other","$100k-$150k","Other","West"
"4624","Metropolitan",0.8649538779,"Republican",1,"Female","65+","Other","$30k-$50k","Republican","West"
"4625","Metropolitan",0.7235407375,"Democrat",1,"Female","18-29","Other","$30k-$50k","Democratic","West"
"4626","Metropolitan",0.2214939562,"Democrat",1,"Female","18-29","Other","less than $30k","Democratic","West"
"4627","Metropolitan",1.3451630165,"Unsure/Other",0,"Female","18-29","Other","$30k-$50k","Other","West"
"4628","Metropolitan",0.1904558075,"Democrat",1,"Female","18-29","Other","$50k-$75k","Democratic","West"
"4629","Metropolitan",2.2397643717,"Democrat",1,"Female","18-29","Other","$30k-$50k","Democratic","West"
"4630","Metropolitan",0.4712364198,"Unsure/Other",0,"Female","18-29","Other","$30k-$50k","Other","West"
"4631","Metropolitan",1.8058128386,"Unsure/Other",0,"Female","18-29","Other","$50k-$75k","Other","West"
"4632","Metropolitan",0.4932658249,"Democrat",1,"Female","18-29","Other","$50k-$75k","Democratic","West"
"4633","Metropolitan",1.1019249758,"Democrat",1,"Male","18-29","Other","less than $30k","Democratic","West"
"4634","Metropolitan",0.2553784414,"Democrat",1,"Female","18-29","Other","less than $30k","Democratic","West"
"4635","Metropolitan",0.1268917396,"Democrat",1,"Female","50-64","Other","$150k or more","Democratic","West"
"4636","Metropolitan",0.0876315915,"Democrat",1,"Female","50-64","Other","$100k-$150k","Democratic","West"
"4637","Metropolitan",1.4977854165,"Unsure/Other",0,"Female","18-29","Other","$50k-$75k","Democratic","West"
"4638","Metropolitan",0.7446776619,"Democrat",1,"Female","18-29","Other","$50k-$75k","Democratic","West"
"4639","Metropolitan",1.4981433036,"Democrat",0,"Male","18-29","Other","$30k-$50k","Republican","West"
"4640","Metropolitan",1.037247832,"Democrat",1,"Male","30-49","Other","$50k-$75k","Democratic","West"
"4641","Metropolitan",0.1893355728,"Republican",1,"Female","50-64","Non-Hispanic White","$150k or more","Democratic","West"
"4642","Metropolitan",1.009412561,"Democrat",1,"Male","18-29","Other","$100k-$150k","Other","West"
"4643","Metropolitan",1.1083286852,"Democrat",1,"Female","18-29","Other","$30k-$50k","Democratic","West"
"4644","Metropolitan",0.7367457621,"Democrat",0,"Male","18-29","Non-Hispanic White","less than $30k","Other","West"
"4645","Non-metropolitan",0.2716420547,"Republican",1,"Female","50-64","Other","$75k-$100k","Republican","West"
"4646","Metropolitan",0.1790443622,"Republican",1,"Female","18-29","Other","$30k-$50k","Republican","West"
"4647","Metropolitan",0.9088697042,"Unsure/Other",0,"Female","30-49","Other","less than $30k","Democratic","Northeast"
"4648","Metropolitan",0.6027335548,"Democrat",1,"Female","30-49","Other","$75k-$100k","Other","Northeast"
"4649","Metropolitan",0.332367135,"Democrat",1,"Female","30-49","Non-Hispanic White","$30k-$50k","Democratic","Northeast"
"4650","Metropolitan",0.8708131237,"Unsure/Other",0,"Female","18-29","Other","$30k-$50k","Other","Northeast"
"4651","Metropolitan",0.4906574069,"Democrat",1,"Female","18-29","Other","less than $30k","Democratic","Northeast"
"4652","Metropolitan",0.6346101013,"Democrat",1,"Female","50-64","Other","less than $30k","Other","Northeast"
"4653","Metropolitan",0.3736281264,"Democrat",0,"Female","30-49","Non-Hispanic White","$100k-$150k","Democratic","Northeast"
"4654","Metropolitan",0.4568224731,"Democrat",1,"Female","18-29","Non-Hispanic White","less than $30k","Democratic","Northeast"
"4655","Metropolitan",1.0945134832,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Republican","Northeast"
"4656","Metropolitan",2.4384196481,"Republican",1,"Male","65+","Non-Hispanic White","$50k-$75k","Republican","Northeast"
"4657","Metropolitan",0.5755142643,"Unsure/Other",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Other","Northeast"
"4658","Metropolitan",1.4496373092,"Republican",1,"Female","65+","Non-Hispanic White","$50k-$75k","Other","Northeast"
"4659","Metropolitan",1.1995167125,"Republican",1,"Male","30-49","Other","less than $30k","Democratic","Northeast"
"4660","Metropolitan",1.3905917327,"Republican",1,"Female","65+","Non-Hispanic White","$50k-$75k","Other","Northeast"
"4661","Metropolitan",1.8748132965,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Other","Northeast"
"4662","Metropolitan",0.2236498631,"Democrat",1,"Female","30-49","Other","$30k-$50k","Democratic","Northeast"
"4663","Metropolitan",0.3902645302,"Unsure/Other",1,"Male","50-64","Other","$100k-$150k","Other","Northeast"
"4664","Metropolitan",1.1449786983,"Democrat",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Democratic","Northeast"
"4665","Metropolitan",3.3862687577,"Unsure/Other",0,"Male","30-49","Other","$30k-$50k","Other","Northeast"
"4666","Metropolitan",2.7082871636,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","less than $30k","Democratic","Northeast"
"4667","Metropolitan",0.3473296784,"Democrat",1,"Female","50-64","Other","$150k or more","Democratic","Northeast"
"4668","Metropolitan",5.747907943,"Democrat",0,"Male","50-64","Other","$30k-$50k","Other","Northeast"
"4669","Metropolitan",0.8171037319,"Republican",0,"Male","30-49","Other","$150k or more","Other","Northeast"
"4670","Metropolitan",1.1561252748,"Republican",1,"Female","30-49","Other","$50k-$75k","Republican","Northeast"
